Instruction,Word,song,valence,arousal,marker,pracwords.thisRepN,pracwords.thisTrialN,pracwords.thisN,pracwords.thisIndex,songtrials.thisRepN,songtrials.thisTrialN,songtrials.thisN,songtrials.thisIndex,words.thisRepN,words.thisTrialN,words.thisN,words.thisIndex,begin.keys,begin.rt,arousalkey.keys,arousalkey.rt,valencekey.keys,valencekey.rt,WordResponse.keys,WordResponse.rt,participant,session,date,expName,psychopyVersion,frameRate,
To what extent did the music make you feel ,ACTIVE,,,,,0,8,8,9,,,,,,,,,,,,,,,3,1.8021577740000794,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ANGRY,,,,,0,9,9,2,,,,,,,,,,,,,,,1,1.0840724780000528,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ANXIOUS ,,,,,0,10,10,1,,,,,,,,,,,,,,,1,2.368088971999896,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ALERT,,,,,0,11,11,8,,,,,,,,,,,,,,,2,5.418216021000262,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ALERT,30MonoWAV/30MonoH4.wav,2,2,8,,,,,0,0,0,7,0,0,0,8,,,5,4.652004499999748,3,4.083277184999133,4,5.799238886999774,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ANGRY,30MonoWAV/30MonoH4.wav,2,2,8,,,,,0,0,0,7,0,1,1,2,,,,,,,1,1.3843410560002667,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ACTIVE,30MonoWAV/30MonoH4.wav,2,2,8,,,,,0,0,0,7,0,2,2,9,,,,,,,4,2.2189361979999376,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ASHAMED,30MonoWAV/30MonoH4.wav,2,2,8,,,,,0,0,0,7,0,3,3,4,,,,,,,1,0.8347792069998832,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,FRUSTRATED,30MonoWAV/30MonoH4.wav,2,2,8,,,,,0,0,0,7,0,4,4,3,,,,,,,2,1.7009357619999719,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,SCARED,30MonoWAV/30MonoH4.wav,2,2,8,,,,,0,0,0,7,0,5,5,11,,,,,,,1,1.3513440249998894,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,SAD,30MonoWAV/30MonoH4.wav,2,2,8,,,,,0,0,0,7,0,6,6,0,,,,,,,1,0.885011654999289,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,HAPPY,30MonoWAV/30MonoH4.wav,2,2,8,,,,,0,0,0,7,0,7,7,6,,,,,,,3,2.601721111000188,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,TENDER,30MonoWAV/30MonoH4.wav,2,2,8,,,,,0,0,0,7,0,8,8,10,,,,,,,1,1.7330255509996277,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,EXCITED,30MonoWAV/30MonoH4.wav,2,2,8,,,,,0,0,0,7,0,9,9,7,,,,,,,4,1.5184383570003774,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,GUILTY,30MonoWAV/30MonoH4.wav,2,2,8,,,,,0,0,0,7,0,10,10,5,,,,,,,1,0.7184999760002029,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ANXIOUS ,30MonoWAV/30MonoH4.wav,2,2,8,,,,,0,0,0,7,0,11,11,1,,,,,,,1,1.3187896930003262,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
,,30MonoWAV/30MonoH4.wav,2,2,8,,,,,0,0,0,7,,,,,,,,,,,,,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ACTIVE,30MonoWAV/30MonoS2.wav,1,1,10,,,,,0,1,1,9,0,0,0,9,,,1,4.239759514999605,2,1.9201451429998997,1,4.672165488999781,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ANGRY,30MonoWAV/30MonoS2.wav,1,1,10,,,,,0,1,1,9,0,1,1,2,,,,,,,2,2.2720522910003638,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,GUILTY,30MonoWAV/30MonoS2.wav,1,1,10,,,,,0,1,1,9,0,2,2,5,,,,,,,2,1.820445485000164,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ASHAMED,30MonoWAV/30MonoS2.wav,1,1,10,,,,,0,1,1,9,0,3,3,4,,,,,,,2,2.352651452999453,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,EXCITED,30MonoWAV/30MonoS2.wav,1,1,10,,,,,0,1,1,9,0,4,4,7,,,,,,,1,1.3532286500003465,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,TENDER,30MonoWAV/30MonoS2.wav,1,1,10,,,,,0,1,1,9,0,5,5,10,,,,,,,2,1.3524407770000835,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,HAPPY,30MonoWAV/30MonoS2.wav,1,1,10,,,,,0,1,1,9,0,6,6,6,,,,,,,1,0.9556996109995453,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,FRUSTRATED,30MonoWAV/30MonoS2.wav,1,1,10,,,,,0,1,1,9,0,7,7,3,,,,,,,1,0.9022748070001398,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,SCARED,30MonoWAV/30MonoS2.wav,1,1,10,,,,,0,1,1,9,0,8,8,11,,,,,,,2,1.5854630419999012,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ALERT,30MonoWAV/30MonoS2.wav,1,1,10,,,,,0,1,1,9,0,9,9,8,,,,,,,1,0.7016167940000742,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,SAD,30MonoWAV/30MonoS2.wav,1,1,10,,,,,0,1,1,9,0,10,10,0,,,,,,,3,1.3504019900001367,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ANXIOUS ,30MonoWAV/30MonoS2.wav,1,1,10,,,,,0,1,1,9,0,11,11,1,,,,,,,2,1.8510192510002526,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
,,30MonoWAV/30MonoS2.wav,1,1,10,,,,,0,1,1,9,,,,,,,,,,,,,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,EXCITED,30MonoWAV/30MonoH3.wav,2,2,7,,,,,0,2,2,6,0,0,0,7,,,4,3.943490718999783,3,2.5842629069993563,4,2.43483374599964,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ASHAMED,30MonoWAV/30MonoH3.wav,2,2,7,,,,,0,2,2,6,0,1,1,4,,,,,,,1,1.3850407640002231,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,FRUSTRATED,30MonoWAV/30MonoH3.wav,2,2,7,,,,,0,2,2,6,0,2,2,3,,,,,,,1,1.4357609039998351,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ANXIOUS ,30MonoWAV/30MonoH3.wav,2,2,7,,,,,0,2,2,6,0,3,3,1,,,,,,,1,0.8340637049996076,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ACTIVE,30MonoWAV/30MonoH3.wav,2,2,7,,,,,0,2,2,6,0,4,4,9,,,,,,,4,1.3515183949994025,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ANGRY,30MonoWAV/30MonoH3.wav,2,2,7,,,,,0,2,2,6,0,5,5,2,,,,,,,1,1.2176830490006978,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,GUILTY,30MonoWAV/30MonoH3.wav,2,2,7,,,,,0,2,2,6,0,6,6,5,,,,,,,1,0.9028067740000552,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,HAPPY,30MonoWAV/30MonoH3.wav,2,2,7,,,,,0,2,2,6,0,7,7,6,,,,,,,4,2.6339517479991628,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,SAD,30MonoWAV/30MonoH3.wav,2,2,7,,,,,0,2,2,6,0,8,8,0,,,,,,,1,5.251657841999986,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ALERT,30MonoWAV/30MonoH3.wav,2,2,7,,,,,0,2,2,6,0,9,9,8,,,,,,,3,2.302070443000048,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,SCARED,30MonoWAV/30MonoH3.wav,2,2,7,,,,,0,2,2,6,0,10,10,11,,,,,,,1,3.201297693000015,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,TENDER,30MonoWAV/30MonoH3.wav,2,2,7,,,,,0,2,2,6,0,11,11,10,,,,,,,2,1.5512191990001156,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
,,30MonoWAV/30MonoH3.wav,2,2,7,,,,,0,2,2,6,,,,,,,,,,,,,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ANGRY,30MonoWAV/30MonoH2.wav,2,2,6,,,,,0,3,3,5,0,0,0,2,,,3,6.185186473999238,4,1.4518955109997478,1,4.151959428999362,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,GUILTY,30MonoWAV/30MonoH2.wav,2,2,6,,,,,0,3,3,5,0,1,1,5,,,,,,,1,0.6843510629996672,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,TENDER,30MonoWAV/30MonoH2.wav,2,2,6,,,,,0,3,3,5,0,2,2,10,,,,,,,3,1.7516412169998148,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ALERT,30MonoWAV/30MonoH2.wav,2,2,6,,,,,0,3,3,5,0,3,3,8,,,,,,,4,1.168827204000081,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ANXIOUS ,30MonoWAV/30MonoH2.wav,2,2,6,,,,,0,3,3,5,0,4,4,1,,,,,,,1,0.8014883810001265,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,HAPPY,30MonoWAV/30MonoH2.wav,2,2,6,,,,,0,3,3,5,0,5,5,6,,,,,,,4,0.8337528960000782,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ACTIVE,30MonoWAV/30MonoH2.wav,2,2,6,,,,,0,3,3,5,0,6,6,9,,,,,,,4,1.1177950659994167,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ASHAMED,30MonoWAV/30MonoH2.wav,2,2,6,,,,,0,3,3,5,0,7,7,4,,,,,,,1,0.618776187999174,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,FRUSTRATED,30MonoWAV/30MonoH2.wav,2,2,6,,,,,0,3,3,5,0,8,8,3,,,,,,,1,1.151683752000281,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,SAD,30MonoWAV/30MonoH2.wav,2,2,6,,,,,0,3,3,5,0,9,9,0,,,,,,,1,2.9686001440004475,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,EXCITED,30MonoWAV/30MonoH2.wav,2,2,6,,,,,0,3,3,5,0,10,10,7,,,,,,,3,1.1846800960001929,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,SCARED,30MonoWAV/30MonoH2.wav,2,2,6,,,,,0,3,3,5,0,11,11,11,,,,,,,1,0.7024501160003638,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
,,30MonoWAV/30MonoH2.wav,2,2,6,,,,,0,3,3,5,,,,,,,,,,,,,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,FRUSTRATED,30MonoWAV/30MonoT2.wav,2,1,14,,,,,0,4,4,13,0,0,0,3,,,2,4.056765940999867,3,1.6862514179993013,1,8.877623594000397,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ACTIVE,30MonoWAV/30MonoT2.wav,2,1,14,,,,,0,4,4,13,0,1,1,9,,,,,,,2,1.4192874860000302,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,GUILTY,30MonoWAV/30MonoT2.wav,2,1,14,,,,,0,4,4,13,0,2,2,5,,,,,,,1,1.2517904599999383,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,HAPPY,30MonoWAV/30MonoT2.wav,2,1,14,,,,,0,4,4,13,0,3,3,6,,,,,,,2,1.801595558000372,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,TENDER,30MonoWAV/30MonoT2.wav,2,1,14,,,,,0,4,4,13,0,4,4,10,,,,,,,4,1.5347854629999347,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,EXCITED,30MonoWAV/30MonoT2.wav,2,1,14,,,,,0,4,4,13,0,5,5,7,,,,,,,2,2.4016921899992667,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ASHAMED,30MonoWAV/30MonoT2.wav,2,1,14,,,,,0,4,4,13,0,6,6,4,,,,,,,1,1.2682331059995704,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ANGRY,30MonoWAV/30MonoT2.wav,2,1,14,,,,,0,4,4,13,0,7,7,2,,,,,,,1,0.868941163999807,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,SAD,30MonoWAV/30MonoT2.wav,2,1,14,,,,,0,4,4,13,0,8,8,0,,,,,,,3,3.26843817200006,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ANXIOUS ,30MonoWAV/30MonoT2.wav,2,1,14,,,,,0,4,4,13,0,9,9,1,,,,,,,1,0.7023368400004983,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ALERT,30MonoWAV/30MonoT2.wav,2,1,14,,,,,0,4,4,13,0,10,10,8,,,,,,,2,2.701317220999954,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,SCARED,30MonoWAV/30MonoT2.wav,2,1,14,,,,,0,4,4,13,0,11,11,11,,,,,,,1,3.518652903999282,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
,,30MonoWAV/30MonoT2.wav,2,1,14,,,,,0,4,4,13,,,,,,,,,,,,,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ANGRY,30MonoWAV/30MonoS4.wav,1,1,12,,,,,0,5,5,11,0,0,0,2,,,1,2.86816873799944,2,1.7517992250004681,2,5.351472667000053,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ASHAMED,30MonoWAV/30MonoS4.wav,1,1,12,,,,,0,5,5,11,0,1,1,4,,,,,,,2,2.1673623880005835,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,TENDER,30MonoWAV/30MonoS4.wav,1,1,12,,,,,0,5,5,11,0,2,2,10,,,,,,,2,1.1513227579998784,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ACTIVE,30MonoWAV/30MonoS4.wav,1,1,12,,,,,0,5,5,11,0,3,3,9,,,,,,,1,0.9515082939997228,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,FRUSTRATED,30MonoWAV/30MonoS4.wav,1,1,12,,,,,0,5,5,11,0,4,4,3,,,,,,,1,1.384134025000094,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,SCARED,30MonoWAV/30MonoS4.wav,1,1,12,,,,,0,5,5,11,0,5,5,11,,,,,,,2,1.9513191659998483,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,HAPPY,30MonoWAV/30MonoS4.wav,1,1,12,,,,,0,5,5,11,0,6,6,6,,,,,,,1,0.701852811000208,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,SAD,30MonoWAV/30MonoS4.wav,1,1,12,,,,,0,5,5,11,0,7,7,0,,,,,,,3,1.1507611970000653,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,EXCITED,30MonoWAV/30MonoS4.wav,1,1,12,,,,,0,5,5,11,0,8,8,7,,,,,,,1,0.6520169379991785,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ANXIOUS ,30MonoWAV/30MonoS4.wav,1,1,12,,,,,0,5,5,11,0,9,9,1,,,,,,,2,1.2677671580004244,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,GUILTY,30MonoWAV/30MonoS4.wav,1,1,12,,,,,0,5,5,11,0,10,10,5,,,,,,,2,2.1185143550001158,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ALERT,30MonoWAV/30MonoS4.wav,1,1,12,,,,,0,5,5,11,0,11,11,8,,,,,,,1,1.5190685790003045,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
,,30MonoWAV/30MonoS4.wav,1,1,12,,,,,0,5,5,11,,,,,,,,,,,,,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,SAD,30MonoWAV/30MonoF1.wav,1,2,1,,,,,0,6,6,0,0,0,0,0,,,3,15.515845115000047,2,3.28457901100046,2,3.618120178999561,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ANXIOUS ,30MonoWAV/30MonoF1.wav,1,2,1,,,,,0,6,6,0,0,1,1,1,,,,,,,3,2.3016154480001205,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,FRUSTRATED,30MonoWAV/30MonoF1.wav,1,2,1,,,,,0,6,6,0,0,2,2,3,,,,,,,1,1.0357804469995244,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ANGRY,30MonoWAV/30MonoF1.wav,1,2,1,,,,,0,6,6,0,0,3,3,2,,,,,,,3,3.384156176000033,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,HAPPY,30MonoWAV/30MonoF1.wav,1,2,1,,,,,0,6,6,0,0,4,4,6,,,,,,,1,1.5197946669995872,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,TENDER,30MonoWAV/30MonoF1.wav,1,2,1,,,,,0,6,6,0,0,5,5,10,,,,,,,1,0.7823040820003371,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ASHAMED,30MonoWAV/30MonoF1.wav,1,2,1,,,,,0,6,6,0,0,6,6,4,,,,,,,1,1.1885853559997486,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,EXCITED,30MonoWAV/30MonoF1.wav,1,2,1,,,,,0,6,6,0,0,7,7,7,,,,,,,1,1.3534393959998852,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,GUILTY,30MonoWAV/30MonoF1.wav,1,2,1,,,,,0,6,6,0,0,8,8,5,,,,,,,1,6.643573893999928,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ACTIVE,30MonoWAV/30MonoF1.wav,1,2,1,,,,,0,6,6,0,0,9,9,9,,,,,,,2,1.3167308419997426,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,SCARED,30MonoWAV/30MonoF1.wav,1,2,1,,,,,0,6,6,0,0,10,10,11,,,,,,,2,1.119156347000171,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ALERT,30MonoWAV/30MonoF1.wav,1,2,1,,,,,0,6,6,0,0,11,11,8,,,,,,,1,1.0185393040001145,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
,,30MonoWAV/30MonoF1.wav,1,2,1,,,,,0,6,6,0,,,,,,,,,,,,,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ALERT,30MonoWAV/30MonoH1.wav,2,2,5,,,,,0,7,7,4,0,0,0,8,,,4,2.568308369999613,3,2.5181286249999175,4,2.3330716840000605,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ACTIVE,30MonoWAV/30MonoH1.wav,2,2,5,,,,,0,7,7,4,0,1,1,9,,,,,,,2,5.4346902770003,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ASHAMED,30MonoWAV/30MonoH1.wav,2,2,5,,,,,0,7,7,4,0,2,2,4,,,,,,,1,0.618552219000776,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,EXCITED,30MonoWAV/30MonoH1.wav,2,2,5,,,,,0,7,7,4,0,3,3,7,,,,,,,3,0.985000286000286,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
